customer_id,customer_name,loyalty_tier,state,last_order_date,total_orders,days_since_last_order,churn_status
8929,Curtis Green,Gold,TX,2024-10-10,9,82.0,Active
9224,Joseph Le,Silver,IL,2024-10-10,7,82.0,Active
9303,Angela Dunlap,Gold,IL,2024-10-10,9,82.0,Active
139,Michele Jackson,Silver,MO,2024-10-11,4,81.0,Active
176,Joseph Cruz,Bronze,OH,2024-10-11,9,81.0,Active
713,Antonio Carter,Silver,MD,2024-10-11,4,81.0,Active
779,Ashley Oconnor,Silver,WI,2024-10-11,10,81.0,Active
1050,Gary Adams,Gold,TX,2024-10-11,9,81.0,Active
1051,Zachary Gross,Bronze,NY,2024-10-11,11,81.0,Active
1075,Regina Rivera,Bronze,MA,2024-10-11,8,81.0,Active
1395,Jeremy Adkins,Silver,NJ,2024-10-11,10,81.0,Active
1732,Kelly Rice,Platinum,TN,2024-10-11,9,81.0,Active
2074,Jane Johnson,Gold,NC,2024-10-11,11,81.0,Active
2084,Kelly Smith,Bronze,GA,2024-10-11,7,81.0,Active
2232,Julia Davis,Platinum,NY,2024-10-11,8,81.0,Active
2609,Christopher Stevens,Platinum,PA,2024-10-11,6,81.0,Active
2713,Angela Cole,Bronze,MI,2024-10-11,7,81.0,Active
2928,Carla Lewis,Bronze,TN,2024-10-11,7,81.0,Active
3762,Natasha Macias,Platinum,TX,2024-10-11,11,81.0,Active
3923,Matthew Robinson,Bronze,FL,2024-10-11,4,81.0,Active
4585,Debbie Shelton,Silver,WI,2024-10-11,7,81.0,Active
4674,Nancy Frazier,Silver,GA,2024-10-11,11,81.0,Active
4928,Andrew Douglas,Bronze,CA,2024-10-11,9,81.0,Active
5133,Jacob Meyer,Bronze,TX,2024-10-11,5,81.0,Active
5461,Bruce May,Silver,CA,2024-10-11,6,81.0,Active
6060,David Frye,Bronze,VA,2024-10-11,10,81.0,Active
6505,Derek Collins,Gold,MA,2024-10-11,5,81.0,Active
6655,Jonathan Herrera,Bronze,MD,2024-10-11,7,81.0,Active
6700,Amanda Wilson,Bronze,CA,2024-10-11,11,81.0,Active
6977,Lori Dougherty,Bronze,TX,2024-10-11,10,81.0,Active
7050,Danny Martinez,Bronze,NJ,2024-10-11,2,81.0,Active
7168,Dakota Lopez,Silver,NY,2024-10-11,5,81.0,Active
8121,Regina Stewart,Bronze,PA,2024-10-11,3,81.0,Active
8212,Mark Spence,Gold,WI,2024-10-11,11,81.0,Active
8411,Jennifer Johnson,Platinum,VA,2024-10-11,11,81.0,Active
8681,John Erickson,Gold,WI,2024-10-11,10,81.0,Active
9414,Sandra Schmidt,Silver,IN,2024-10-11,7,81.0,Active
615,Corey Knapp,Platinum,NC,2024-10-12,6,80.0,Active
670,Sarah Clay,Bronze,IN,2024-10-12,11,80.0,Active
681,Lindsay Whitehead,Bronze,NC,2024-10-12,9,80.0,Active
1083,Angela Cohen,Silver,FL,2024-10-12,7,80.0,Active
1331,Dawn Garcia,Silver,CA,2024-10-12,8,80.0,Active
1654,Michelle Robinson,Bronze,WI,2024-10-12,7,80.0,Active
2189,Kim Potter,Bronze,NC,2024-10-12,14,80.0,Active
2318,John Daniel,Gold,TX,2024-10-12,7,80.0,Active
2343,Kimberly Rosales,Silver,PA,2024-10-12,5,80.0,Active
2436,Stephanie Mcbride,Bronze,FL,2024-10-12,11,80.0,Active
2630,Melissa Hicks,Platinum,NC,2024-10-12,8,80.0,Active
2632,Mary Armstrong,Platinum,PA,2024-10-12,6,80.0,Active
2639,Valerie Fisher,Bronze,IL,2024-10-12,7,80.0,Active
2767,Deborah Fox,Bronze,MO,2024-10-12,10,80.0,Active
2905,David Williamson,Silver,IL,2024-10-12,7,80.0,Active
3113,Jennifer Lewis,Gold,WI,2024-10-12,6,80.0,Active
3709,Nicholas Nichols,Bronze,TX,2024-10-12,13,80.0,Active
3727,Angela Wheeler,Bronze,TX,2024-10-12,7,80.0,Active
3950,Brittany Clarke,Bronze,GA,2024-10-12,7,80.0,Active
4122,Paul Johnson,Silver,CA,2024-10-12,7,80.0,Active
4518,Kelly Smith,Gold,PA,2024-10-12,9,80.0,Active
4646,Mary Hoffman,Silver,WI,2024-10-12,8,80.0,Active
4967,Jonathon Wilkinson,Bronze,AZ,2024-10-12,7,80.0,Active
4976,Madison Watkins,Silver,NC,2024-10-12,8,80.0,Active
5070,Scott Jackson,Gold,TN,2024-10-12,6,80.0,Active
5073,Jeffrey Suarez,Silver,AZ,2024-10-12,4,80.0,Active
5544,Jesus Watkins,Bronze,MO,2024-10-12,6,80.0,Active
5665,David Nguyen,Bronze,AZ,2024-10-12,7,80.0,Active
5720,Jose Rodriguez,Gold,VA,2024-10-12,6,80.0,Active
6331,Jason Brown,Platinum,IL,2024-10-12,10,80.0,Active
6351,Crystal Lawrence,Silver,MD,2024-10-12,8,80.0,Active
6536,Jessica Clark,Gold,CA,2024-10-12,9,80.0,Active
7029,Vincent Gilmore,Silver,TN,2024-10-12,12,80.0,Active
7132,Kim Estrada,Bronze,MA,2024-10-12,5,80.0,Active
7162,Aaron Duran,Silver,CA,2024-10-12,10,80.0,Active
7176,Paige Lewis,Bronze,GA,2024-10-12,4,80.0,Active
7358,John Underwood,Bronze,AZ,2024-10-12,9,80.0,Active
7759,Martha Green,Bronze,TN,2024-10-12,12,80.0,Active
7981,Kevin Callahan,Silver,MD,2024-10-12,9,80.0,Active
8003,Erik Monroe,Platinum,WI,2024-10-12,10,80.0,Active
8786,Ashley Molina,Platinum,NC,2024-10-12,6,80.0,Active
9288,Joseph Donaldson,Silver,MA,2024-10-12,7,80.0,Active
9618,Connor Dickson,Bronze,TX,2024-10-12,3,80.0,Active
9963,Lance Mccoy,Gold,GA,2024-10-12,10,80.0,Active
78,Kimberly Diaz,Platinum,GA,2024-10-13,10,79.0,Active
131,Clarence Ward,Gold,FL,2024-10-13,7,79.0,Active
136,Jennifer Wang,Bronze,IN,2024-10-13,14,79.0,Active
156,Collin Clark,Gold,AZ,2024-10-13,7,79.0,Active
732,Betty Coffey,Bronze,NJ,2024-10-13,8,79.0,Active
827,Danielle Conley,Silver,TN,2024-10-13,13,79.0,Active
1107,Madison Hampton,Silver,MD,2024-10-13,6,79.0,Active
1562,Lauren Cruz,Silver,IN,2024-10-13,8,79.0,Active
1772,Kevin Moore,Bronze,TX,2024-10-13,12,79.0,Active
1909,Jill Edwards,Platinum,TX,2024-10-13,8,79.0,Active
1972,Dennis Diaz,Bronze,CA,2024-10-13,6,79.0,Active
2105,Maurice Martinez,Silver,WI,2024-10-13,9,79.0,Active
2120,Summer Torres,Silver,GA,2024-10-13,7,79.0,Active
2817,Nathaniel Gould,Bronze,MO,2024-10-13,8,79.0,Active
2872,Kristy Richards,Gold,NJ,2024-10-13,11,79.0,Active
3355,Michael Wilson,Silver,WA,2024-10-13,12,79.0,Active
3376,Stacey Schneider,Platinum,MD,2024-10-13,7,79.0,Active
3517,Michelle Pacheco,Platinum,MI,2024-10-13,9,79.0,Active
4008,Antonio Wiggins,Silver,TN,2024-10-13,8,79.0,Active
4594,Erin Campbell,Platinum,AZ,2024-10-13,6,79.0,Active
5210,Jerry Wade,Bronze,OH,2024-10-13,8,79.0,Active
5258,Gary Clark,Silver,FL,2024-10-13,4,79.0,Active
5521,Jessica Humphrey,Silver,AZ,2024-10-13,9,79.0,Active
5675,William Smith,Bronze,NC,2024-10-13,8,79.0,Active
5756,Robert Garcia,Silver,MI,2024-10-13,10,79.0,Active
6162,Lynn Moore,Silver,NC,2024-10-13,8,79.0,Active
6385,Judith Wade,Gold,VA,2024-10-13,7,79.0,Active
6465,James Colon,Bronze,GA,2024-10-13,11,79.0,Active
6597,Deanna Powell,Gold,TN,2024-10-13,4,79.0,Active
6621,Joshua Duke,Silver,MI,2024-10-13,9,79.0,Active
6729,Kelly Hart,Silver,TN,2024-10-13,10,79.0,Active
7105,Tammy Hall,Bronze,IN,2024-10-13,5,79.0,Active
7312,Riley Bryant,Bronze,NC,2024-10-13,5,79.0,Active
7715,Nathan Bell,Platinum,VA,2024-10-13,6,79.0,Active
8077,Courtney Moore,Gold,NC,2024-10-13,7,79.0,Active
9082,Erik Weber,Bronze,TN,2024-10-13,8,79.0,Active
9364,Aaron Robertson,Platinum,TN,2024-10-13,8,79.0,Active
251,Jessica Davis,Silver,IN,2024-10-14,8,78.0,Active
287,Courtney Patton,Silver,MA,2024-10-14,12,78.0,Active
443,Laura Benson,Silver,IN,2024-10-14,6,78.0,Active
636,Daniel Brown,Bronze,TX,2024-10-14,11,78.0,Active
649,Chad Aguilar,Gold,VA,2024-10-14,5,78.0,Active
879,Kendra Gordon,Silver,PA,2024-10-14,9,78.0,Active
999,Stephen Johnson,Bronze,GA,2024-10-14,6,78.0,Active
1108,John Smith,Silver,FL,2024-10-14,8,78.0,Active
1457,Wendy Morris,Platinum,NJ,2024-10-14,11,78.0,Active
1624,Ashley Hill,Bronze,MD,2024-10-14,8,78.0,Active
1757,Michael Rhodes,Silver,MO,2024-10-14,9,78.0,Active
1846,Sean Crane,Platinum,PA,2024-10-14,10,78.0,Active
2149,Anna Cervantes,Bronze,IL,2024-10-14,6,78.0,Active
2628,Andrea Terry,Gold,NY,2024-10-14,5,78.0,Active
2965,Juan Wall,Silver,NC,2024-10-14,13,78.0,Active
3212,Taylor Soto,Bronze,MA,2024-10-14,3,78.0,Active
3374,Tyler Smith,Bronze,GA,2024-10-14,6,78.0,Active
3468,Meghan Jacobs,Gold,GA,2024-10-14,10,78.0,Active
3537,Ricky Wood,Bronze,WA,2024-10-14,15,78.0,Active
3540,Christine Ponce,Silver,MA,2024-10-14,5,78.0,Active
3668,Amy Bird,Bronze,MO,2024-10-14,9,78.0,Active
4159,Phillip Johnson,Silver,WA,2024-10-14,9,78.0,Active
4577,Douglas Sanchez,Bronze,PA,2024-10-14,11,78.0,Active
5206,Linda Ross,Bronze,NY,2024-10-14,5,78.0,Active
5251,Danielle Davis,Bronze,WI,2024-10-14,10,78.0,Active
5672,Benjamin Bean,Bronze,OH,2024-10-14,7,78.0,Active
5769,Scott Martin,Silver,MA,2024-10-14,9,78.0,Active
6081,Melissa Frye,Gold,OH,2024-10-14,6,78.0,Active
6104,Susan Waters,Platinum,MD,2024-10-14,5,78.0,Active
6470,Stacy Garcia,Gold,CA,2024-10-14,9,78.0,Active
6644,Ashley Rojas,Gold,MI,2024-10-14,6,78.0,Active
7274,Andrea Smith,Silver,MD,2024-10-14,8,78.0,Active
7346,Ryan Wright,Gold,WI,2024-10-14,11,78.0,Active
7794,Gabrielle Steele,Silver,MA,2024-10-14,6,78.0,Active
8025,Ann Brown,Silver,MD,2024-10-14,5,78.0,Active
8037,Rebecca Todd,Silver,CA,2024-10-14,5,78.0,Active
8256,Debra Bates,Platinum,NY,2024-10-14,5,78.0,Active
8383,Joshua Villegas,Bronze,OH,2024-10-14,8,78.0,Active
8704,Pamela Perkins,Bronze,CA,2024-10-14,7,78.0,Active
8806,Jonathon Daniel,Silver,NJ,2024-10-14,6,78.0,Active
8832,Amanda Baker,Platinum,OH,2024-10-14,4,78.0,Active
9019,Lisa Jones,Gold,GA,2024-10-14,10,78.0,Active
9654,Susan Rodriguez,Bronze,GA,2024-10-14,5,78.0,Active
9910,David Fox,Gold,AZ,2024-10-14,8,78.0,Active
217,Cole Garner,Silver,WI,2024-10-15,11,77.0,Active
397,Austin Leonard,Gold,NY,2024-10-15,7,77.0,Active
1635,Heather Sanders,Bronze,MI,2024-10-15,11,77.0,Active
2990,Michael Grimes,Bronze,NY,2024-10-15,6,77.0,Active
3354,Jimmy Stephens,Silver,NC,2024-10-15,5,77.0,Active
3769,Chad Walker,Bronze,MA,2024-10-15,13,77.0,Active
4040,Johnny Stark,Bronze,TX,2024-10-15,3,77.0,Active
4073,Mark Reed,Silver,AZ,2024-10-15,10,77.0,Active
4242,Jon Anderson,Platinum,MO,2024-10-15,11,77.0,Active
4264,Justin Diaz,Bronze,TN,2024-10-15,7,77.0,Active
4741,James Rios,Gold,NJ,2024-10-15,11,77.0,Active
5796,Rebecca Carson,Silver,NJ,2024-10-15,12,77.0,Active
5844,Julie Peters,Silver,FL,2024-10-15,13,77.0,Active
5963,Elizabeth Hodges,Bronze,FL,2024-10-15,11,77.0,Active
6330,Tracy Crawford,Silver,IL,2024-10-15,10,77.0,Active
6794,Laura Adams,Gold,FL,2024-10-15,6,77.0,Active
6918,Kaitlyn Phillips,Platinum,NC,2024-10-15,6,77.0,Active
7057,Ricky Jackson,Platinum,GA,2024-10-15,4,77.0,Active
7293,Christopher Rodriguez,Silver,VA,2024-10-15,11,77.0,Active
8167,Jesse Schwartz,Bronze,MO,2024-10-15,8,77.0,Active
8895,Jamie Green,Bronze,AZ,2024-10-15,6,77.0,Active
9039,Nathan Thornton,Platinum,PA,2024-10-15,12,77.0,Active
9400,David Ellis,Bronze,OH,2024-10-15,6,77.0,Active
9588,Brett Harris,Bronze,PA,2024-10-15,5,77.0,Active
216,Thomas Smith,Silver,NY,2024-10-16,7,76.0,Active
440,Patty White,Platinum,PA,2024-10-16,9,76.0,Active
581,Cynthia Alvarez,Gold,CA,2024-10-16,6,76.0,Active
808,Justin Anderson,Gold,MD,2024-10-16,7,76.0,Active
1227,Mackenzie Gomez,Platinum,MI,2024-10-16,8,76.0,Active
1274,David Dunn,Bronze,NY,2024-10-16,3,76.0,Active
1377,Diana Cruz,Platinum,MA,2024-10-16,6,76.0,Active
1503,Yvonne Chase,Gold,MD,2024-10-16,4,76.0,Active
1507,Michelle Peck,Gold,TX,2024-10-16,10,76.0,Active
1657,Sherry Perez,Silver,NC,2024-10-16,9,76.0,Active
2164,Brandi Hudson,Bronze,MI,2024-10-16,4,76.0,Active
2317,Linda Roberts,Bronze,IL,2024-10-16,8,76.0,Active
2438,Megan Ali,Bronze,NC,2024-10-16,7,76.0,Active
2784,James Mccarthy,Bronze,CA,2024-10-16,11,76.0,Active
4000,Tammy Guzman,Platinum,MO,2024-10-16,18,76.0,Active
4197,Lori Walls,Silver,AZ,2024-10-16,8,76.0,Active
4538,Benjamin Welch,Platinum,AZ,2024-10-16,8,76.0,Active
4712,Richard Ramirez,Bronze,MA,2024-10-16,4,76.0,Active
4715,Jennifer Patterson,Silver,IL,2024-10-16,8,76.0,Active
4872,Lindsey Floyd,Bronze,OH,2024-10-16,5,76.0,Active
5598,Daniel Cox,Bronze,OH,2024-10-16,7,76.0,Active
6309,Megan Watson,Platinum,AZ,2024-10-16,12,76.0,Active
7696,Dennis Moody,Bronze,VA,2024-10-16,9,76.0,Active
8023,Mark Fox,Gold,OH,2024-10-16,6,76.0,Active
8032,Mark Gonzalez,Silver,WI,2024-10-16,8,76.0,Active
8611,Alexandra Haynes,Gold,TX,2024-10-16,11,76.0,Active
9151,Kyle Ramos,Silver,MO,2024-10-16,10,76.0,Active
9961,Jacqueline Mason,Silver,AZ,2024-10-16,7,76.0,Active
177,Nichole Acosta,Bronze,OH,2024-10-17,4,75.0,Active
198,Donna Faulkner,Silver,IL,2024-10-17,13,75.0,Active
650,Brendan Miller,Silver,NJ,2024-10-17,7,75.0,Active
1135,Jeremy Hines,Bronze,MA,2024-10-17,11,75.0,Active
1352,Alyssa Yu,Bronze,AZ,2024-10-17,5,75.0,Active
1354,Laurie Shaffer,Bronze,TX,2024-10-17,8,75.0,Active
2243,Douglas Davis,Gold,NY,2024-10-17,12,75.0,Active
2679,Madison Larson,Silver,TN,2024-10-17,10,75.0,Active
4147,Steven Lester,Platinum,MI,2024-10-17,9,75.0,Active
4163,Ashley Baker,Platinum,TX,2024-10-17,8,75.0,Active
5376,Tammy Thompson,Bronze,OH,2024-10-17,9,75.0,Active
5749,Laura Fischer,Bronze,MD,2024-10-17,8,75.0,Active
5773,Martha King,Bronze,IL,2024-10-17,7,75.0,Active
5864,Erin Chan,Platinum,MO,2024-10-17,7,75.0,Active
5992,Mallory Ray,Platinum,TN,2024-10-17,9,75.0,Active
6238,Michael Leach,Bronze,FL,2024-10-17,7,75.0,Active
6315,Dana Hughes,Gold,IN,2024-10-17,6,75.0,Active
6454,Christina Fox,Bronze,IN,2024-10-17,9,75.0,Active
6484,Alicia Kim,Silver,WA,2024-10-17,10,75.0,Active
6547,Michele Carter,Bronze,MD,2024-10-17,9,75.0,Active
6847,Megan Carter,Bronze,MA,2024-10-17,8,75.0,Active
7344,Allison Johnson,Silver,WA,2024-10-17,6,75.0,Active
7364,Regina Miller,Silver,WA,2024-10-17,7,75.0,Active
7656,Samantha Santana,Bronze,CA,2024-10-17,9,75.0,Active
8065,Johnny Lopez,Gold,VA,2024-10-17,7,75.0,Active
8185,Donald Davies,Bronze,OH,2024-10-17,10,75.0,Active
8186,Adam Wilkins,Gold,IN,2024-10-17,10,75.0,Active
8397,Sarah Rogers,Gold,TN,2024-10-17,6,75.0,Active
8488,Kathy Jones,Bronze,NJ,2024-10-17,9,75.0,Active
8553,Oscar Robbins,Silver,IN,2024-10-17,8,75.0,Active
9168,Larry Kent,Platinum,IL,2024-10-17,7,75.0,Active
9182,Danielle Bell,Silver,MO,2024-10-17,11,75.0,Active
9444,Angela Wilson,Bronze,VA,2024-10-17,6,75.0,Active
9534,Brenda Johnson,Bronze,IN,2024-10-17,11,75.0,Active
634,Marissa Lopez,Bronze,NY,2024-10-18,7,74.0,Active
702,Steven Holland,Gold,NJ,2024-10-18,10,74.0,Active
723,Connor Huynh,Silver,TN,2024-10-18,7,74.0,Active
910,Samuel Price,Gold,AZ,2024-10-18,7,74.0,Active
1147,David Farrell,Bronze,OH,2024-10-18,8,74.0,Active
1225,Danielle Smith,Gold,WA,2024-10-18,8,74.0,Active
1874,Jennifer Wilson,Gold,MI,2024-10-18,7,74.0,Active
2079,Michelle Jackson,Gold,MD,2024-10-18,5,74.0,Active
2608,Ashlee Ramirez,Gold,TX,2024-10-18,6,74.0,Active
2755,Tyler Garcia,Silver,TN,2024-10-18,5,74.0,Active
2880,Andrew Cruz,Platinum,FL,2024-10-18,19,74.0,Active
3650,Alan Nichols,Silver,GA,2024-10-18,10,74.0,Active
3788,Nancy Mcdonald,Platinum,CA,2024-10-18,6,74.0,Active
3952,Christopher Lopez,Bronze,MD,2024-10-18,10,74.0,Active
5347,James Cabrera,Silver,TN,2024-10-18,10,74.0,Active
5477,Justin Wagner,Silver,WA,2024-10-18,8,74.0,Active
5631,Maria Mckee,Bronze,NJ,2024-10-18,9,74.0,Active
6347,Jeremy Olson,Silver,NC,2024-10-18,8,74.0,Active
6426,John James,Gold,MO,2024-10-18,7,74.0,Active
6837,Patricia Stanton,Gold,MI,2024-10-18,5,74.0,Active
7037,Taylor Logan,Bronze,TN,2024-10-18,7,74.0,Active
7059,Brian Jackson,Bronze,MO,2024-10-18,13,74.0,Active
7405,Julie Baker,Bronze,WA,2024-10-18,6,74.0,Active
7410,Karen Huber,Platinum,CA,2024-10-18,8,74.0,Active
7550,Peter Waters,Silver,WA,2024-10-18,8,74.0,Active
7586,Amanda Martinez,Bronze,NJ,2024-10-18,8,74.0,Active
7767,Jonathan Wheeler,Bronze,FL,2024-10-18,8,74.0,Active
9973,Kyle Lee,Silver,GA,2024-10-18,6,74.0,Active
280,Christina Rodriguez,Silver,CA,2024-10-19,4,73.0,Active
321,Jimmy Collins,Bronze,TX,2024-10-19,8,73.0,Active
1018,Katherine Kirby,Silver,TX,2024-10-19,7,73.0,Active
1290,Jeremy Wagner,Bronze,MO,2024-10-19,6,73.0,Active
1569,John Burke,Bronze,MI,2024-10-19,9,73.0,Active
2148,Tasha Wagner,Bronze,MA,2024-10-19,11,73.0,Active
3460,Debra Avery,Gold,TX,2024-10-19,7,73.0,Active
3498,Brian Harvey,Silver,VA,2024-10-19,9,73.0,Active
3639,Michael Washington,Silver,PA,2024-10-19,7,73.0,Active
3677,Abigail Sosa,Bronze,VA,2024-10-19,6,73.0,Active
3730,Cynthia Carter,Platinum,TN,2024-10-19,12,73.0,Active
3969,Donna Perkins,Bronze,MD,2024-10-19,7,73.0,Active
4102,Tanya Bates,Gold,WI,2024-10-19,11,73.0,Active
4511,Michelle Martinez,Silver,AZ,2024-10-19,12,73.0,Active
4679,Jane Brown,Silver,TN,2024-10-19,7,73.0,Active
4927,Samuel Ellis,Gold,WA,2024-10-19,8,73.0,Active
5202,Mckenzie Smith,Bronze,PA,2024-10-19,10,73.0,Active
5204,Lori Cook,Bronze,PA,2024-10-19,9,73.0,Active
5256,Alexander Peterson,Silver,MO,2024-10-19,8,73.0,Active
5271,Brian Bates,Silver,NC,2024-10-19,7,73.0,Active
5276,Jonathan Murphy,Silver,CA,2024-10-19,12,73.0,Active
5290,Kevin Bass,Silver,WA,2024-10-19,10,73.0,Active
5346,Christopher Powell,Bronze,TX,2024-10-19,7,73.0,Active
5555,Carlos Schmidt,Bronze,NY,2024-10-19,8,73.0,Active
6403,Michael Williams,Silver,AZ,2024-10-19,11,73.0,Active
6625,Brandi Woods,Bronze,WI,2024-10-19,7,73.0,Active
6785,Hector Bailey,Gold,AZ,2024-10-19,6,73.0,Active
7019,John Horton,Silver,WI,2024-10-19,8,73.0,Active
7085,Daniel Hanson,Bronze,TN,2024-10-19,3,73.0,Active
7212,Kathleen West,Silver,WI,2024-10-19,11,73.0,Active
8103,Marisa Anderson,Silver,PA,2024-10-19,12,73.0,Active
8359,James Garcia,Bronze,OH,2024-10-19,10,73.0,Active
8394,Lauren Johnson,Silver,IN,2024-10-19,6,73.0,Active
8508,Jeanette Bailey,Silver,OH,2024-10-19,5,73.0,Active
8851,Michelle Roberts,Silver,FL,2024-10-19,7,73.0,Active
9216,John Peterson,Gold,WA,2024-10-19,6,73.0,Active
9406,Whitney Jackson,Silver,IL,2024-10-19,8,73.0,Active
68,Stacey Tucker,Silver,AZ,2024-10-20,12,72.0,Active
488,Allen Murray,Gold,MA,2024-10-20,7,72.0,Active
531,Mary Fischer,Bronze,FL,2024-10-20,14,72.0,Active
744,Sara Baxter,Bronze,IL,2024-10-20,9,72.0,Active
1491,Timothy Johnson,Silver,FL,2024-10-20,5,72.0,Active
1625,Michael Shaw,Silver,MD,2024-10-20,16,72.0,Active
1955,Deanna Bates,Gold,OH,2024-10-20,8,72.0,Active
2123,Ricky Beltran,Gold,NC,2024-10-20,12,72.0,Active
2611,Aaron Gardner,Platinum,IN,2024-10-20,10,72.0,Active
2750,Douglas Khan,Silver,MI,2024-10-20,14,72.0,Active
3244,Suzanne Santos,Platinum,MI,2024-10-20,10,72.0,Active
3477,Jason Smith,Gold,MA,2024-10-20,12,72.0,Active
3863,Christine Johnson,Bronze,MO,2024-10-20,7,72.0,Active
4013,Shari Herrera,Silver,IL,2024-10-20,11,72.0,Active
4048,Tara Porter,Gold,TX,2024-10-20,8,72.0,Active
4157,Tanya Hood,Platinum,GA,2024-10-20,9,72.0,Active
4535,Emma Shepard,Silver,FL,2024-10-20,7,72.0,Active
4565,Jill Moran,Bronze,MO,2024-10-20,9,72.0,Active
4738,William Peterson,Gold,WA,2024-10-20,7,72.0,Active
4739,Tommy Hernandez,Silver,MI,2024-10-20,2,72.0,Active
4774,Hunter Rosales,Bronze,PA,2024-10-20,11,72.0,Active
4968,Laura Rodriguez,Bronze,MA,2024-10-20,7,72.0,Active
5125,Michelle Collins,Bronze,MA,2024-10-20,13,72.0,Active
5194,Kimberly Mckenzie,Gold,IL,2024-10-20,10,72.0,Active
5535,Sean Howell,Silver,GA,2024-10-20,10,72.0,Active
5627,Colleen Munoz,Gold,WI,2024-10-20,8,72.0,Active
6001,Anna Sims,Silver,TN,2024-10-20,11,72.0,Active
6445,Nathan Kelly,Silver,MD,2024-10-20,9,72.0,Active
6455,Danielle Harris,Bronze,TN,2024-10-20,10,72.0,Active
6578,Amanda Livingston,Platinum,MA,2024-10-20,9,72.0,Active
6740,Melanie Holmes,Gold,TX,2024-10-20,1,72.0,Active
7023,Lisa Weiss,Platinum,OH,2024-10-20,11,72.0,Active
7247,Michelle Ryan,Silver,NY,2024-10-20,4,72.0,Active
7619,Dawn King,Silver,NY,2024-10-20,5,72.0,Active
8112,Donna Riley,Bronze,IL,2024-10-20,8,72.0,Active
8156,Jennifer Roberts,Bronze,MD,2024-10-20,6,72.0,Active
8168,Donna Becker,Bronze,MD,2024-10-20,8,72.0,Active
8192,Mary Marquez,Bronze,GA,2024-10-20,6,72.0,Active
8296,Stephen Perez,Gold,NJ,2024-10-20,7,72.0,Active
8458,Shawn Gould,Gold,NY,2024-10-20,8,72.0,Active
8723,Matthew Moore,Gold,TN,2024-10-20,3,72.0,Active
8923,Billy Lang,Bronze,IL,2024-10-20,13,72.0,Active
9459,Derrick Hernandez,Silver,GA,2024-10-20,7,72.0,Active
9473,Adam Roberts,Bronze,MI,2024-10-20,5,72.0,Active
9861,Michelle Curry,Bronze,WA,2024-10-20,9,72.0,Active
67,Christopher Alvarado,Bronze,MA,2024-10-21,9,71.0,Active
644,Vanessa Cox,Platinum,AZ,2024-10-21,10,71.0,Active
683,Elizabeth Griffin,Silver,TN,2024-10-21,5,71.0,Active
741,George Moore,Silver,GA,2024-10-21,7,71.0,Active
775,William Dudley,Silver,CA,2024-10-21,9,71.0,Active
1164,Valerie Martinez,Bronze,WA,2024-10-21,4,71.0,Active
1321,Courtney Wilson,Silver,NY,2024-10-21,7,71.0,Active
1600,Joseph Donaldson,Platinum,OH,2024-10-21,9,71.0,Active
1982,Harry West,Silver,VA,2024-10-21,5,71.0,Active
2110,David Hale,Bronze,WA,2024-10-21,4,71.0,Active
2162,Daniel Sullivan,Bronze,WA,2024-10-21,7,71.0,Active
2179,Joann Ayers,Gold,WI,2024-10-21,9,71.0,Active
3186,John Frost,Bronze,MI,2024-10-21,9,71.0,Active
3217,Sarah Harvey,Silver,IN,2024-10-21,6,71.0,Active
3343,Omar Jackson,Gold,FL,2024-10-21,9,71.0,Active
3422,James Lynch,Bronze,GA,2024-10-21,8,71.0,Active
3796,Deborah Long,Bronze,OH,2024-10-21,7,71.0,Active
3809,Zachary Neal,Platinum,AZ,2024-10-21,9,71.0,Active
3855,Shannon Shah,Platinum,MO,2024-10-21,10,71.0,Active
4677,Paul Palmer,Platinum,AZ,2024-10-21,13,71.0,Active
5360,Sheryl Dickerson,Gold,TN,2024-10-21,8,71.0,Active
5453,Jason Collins,Bronze,NC,2024-10-21,6,71.0,Active
5507,Angel Morrison,Bronze,NY,2024-10-21,5,71.0,Active
5758,Thomas Brown,Silver,TN,2024-10-21,12,71.0,Active
5899,Larry Roach,Gold,WA,2024-10-21,11,71.0,Active
6336,Alexis West,Bronze,MD,2024-10-21,10,71.0,Active
6491,Carolyn Miller,Bronze,MO,2024-10-21,9,71.0,Active
6720,Christopher Vargas,Platinum,IN,2024-10-21,9,71.0,Active
7096,Kevin Poole,Silver,PA,2024-10-21,6,71.0,Active
7206,Andrew Carter,Bronze,MI,2024-10-21,9,71.0,Active
7598,Robert Wallace,Silver,AZ,2024-10-21,10,71.0,Active
8001,Dominique Huffman,Bronze,GA,2024-10-21,7,71.0,Active
8064,Michael Jones,Silver,WI,2024-10-21,12,71.0,Active
8556,Laura Hernandez,Silver,VA,2024-10-21,9,71.0,Active
8875,Thomas Reyes,Silver,IL,2024-10-21,9,71.0,Active
9501,Christopher Herrera,Bronze,NC,2024-10-21,4,71.0,Active
341,Justin Yates,Bronze,WI,2024-10-22,10,70.0,Active
412,Morgan Drake,Silver,NC,2024-10-22,9,70.0,Active
614,Betty Fletcher,Bronze,GA,2024-10-22,6,70.0,Active
620,Mitchell Mccullough,Platinum,NY,2024-10-22,8,70.0,Active
905,Nathan Williams,Bronze,MI,2024-10-22,11,70.0,Active
1160,Richard Hester,Gold,PA,2024-10-22,10,70.0,Active
1307,Rebecca Fowler,Bronze,TX,2024-10-22,10,70.0,Active
1327,Richard Chambers,Silver,VA,2024-10-22,8,70.0,Active
