customer_id,customer_name,loyalty_tier,state,total_orders,lifetime_value,avg_order_value,first_order_date,last_order_date,customer_tenure_days,clv_segment
8632,Whitney Haynes,Bronze,WA,8,11252.12,388.0,2022-04-03,2024-12-05,977.0,Low Value
9409,Deborah Olson,Bronze,NC,5,11251.46,803.68,2022-01-26,2024-11-12,1021.0,Low Value
3023,Adam Simpson,Silver,AZ,5,11236.83,591.41,2022-09-24,2024-04-06,560.0,Low Value
2818,Richard Watts,Bronze,MD,7,11235.17,535.01,2022-01-29,2024-07-08,891.0,Low Value
1863,Jacqueline Bowen,Silver,VA,10,11233.58,432.06,2022-03-29,2024-01-02,644.0,Low Value
7061,Joseph Contreras,Bronze,PA,9,11227.38,510.34,2022-03-06,2024-08-16,894.0,Low Value
9293,Haley Palmer,Gold,NY,6,11227.1,660.42,2023-03-11,2023-12-14,278.0,Low Value
8572,Heather Cooper,Silver,OH,6,11226.61,623.7,2022-08-19,2024-12-03,837.0,Low Value
5114,Brian Hodge,Silver,NY,6,11224.74,590.78,2022-09-21,2024-11-22,793.0,Low Value
8343,Shannon Thompson,Platinum,MD,6,11218.12,590.43,2022-03-28,2023-10-14,565.0,Low Value
9953,Kimberly Jacobs,Bronze,WI,9,11216.88,590.36,2022-03-08,2024-12-14,1012.0,Low Value
1959,Samantha Medina,Gold,VA,6,11216.21,934.68,2022-04-03,2023-03-30,361.0,Low Value
4376,Donald Green,Gold,TX,4,11212.06,622.89,2022-06-02,2024-02-05,613.0,Low Value
8527,Judith Cisneros,Silver,WI,6,11211.02,533.86,2022-04-03,2024-05-03,761.0,Low Value
1716,Lori Gomez,Bronze,WA,5,11208.88,622.72,2022-06-22,2024-03-17,634.0,Low Value
5156,Suzanne Alvarado,Gold,WA,7,11207.62,533.7,2022-11-10,2024-09-11,671.0,Low Value
9858,Meghan Chen,Silver,FL,8,11205.34,589.75,2022-01-07,2024-11-27,1055.0,Low Value
907,Michael King,Bronze,NJ,8,11204.26,659.07,2022-04-04,2024-06-21,809.0,Low Value
6779,Joshua Moran,Silver,AZ,6,11202.77,430.88,2022-10-09,2024-04-13,552.0,Low Value
7390,Maxwell Herman,Bronze,WI,10,11202.42,386.29,2022-02-09,2024-10-02,966.0,Low Value
5104,Amber Vazquez,Silver,CA,6,11201.18,658.89,2022-03-03,2024-05-01,790.0,Low Value
3701,Angela Wallace,Gold,VA,8,11200.53,373.35,2022-01-07,2022-12-29,356.0,Low Value
5463,Emily Taylor,Silver,MA,4,11199.02,699.94,2023-03-04,2024-09-11,557.0,Low Value
8602,Heather Warren,Bronze,NJ,8,11193.09,447.72,2022-03-08,2023-09-02,543.0,Low Value
1450,Andrew Gonzales,Platinum,NY,7,11190.18,588.96,2022-05-12,2024-12-25,958.0,Low Value
4393,Kelly Perez,Bronze,TN,9,11189.56,349.67,2022-02-26,2024-09-19,936.0,Low Value
7062,Donald Strong,Bronze,PA,5,11188.68,430.33,2022-08-10,2023-03-14,216.0,Low Value
4756,Tracy Sanders,Silver,TX,11,11185.52,310.71,2022-04-10,2024-09-10,884.0,Low Value
7173,Brian Farmer,Bronze,MA,10,11184.53,360.79,2022-12-22,2024-11-13,692.0,Low Value
1847,James Adams,Bronze,FL,7,11179.76,532.37,2022-01-17,2024-10-05,992.0,Low Value
8641,Denise Pace,Silver,AZ,6,11175.3,558.76,2022-11-30,2024-11-06,707.0,Low Value
7631,Michael Taylor,Silver,TN,8,11175.01,532.14,2022-01-22,2024-06-20,880.0,Low Value
9127,Jill Irwin,Bronze,WA,9,11169.83,413.7,2022-03-14,2024-09-12,913.0,Low Value
636,Daniel Brown,Bronze,TX,10,11168.78,446.75,2022-01-10,2024-10-14,1008.0,Low Value
8470,Miguel Valentine,Bronze,TX,9,11167.76,372.26,2022-03-09,2024-03-17,739.0,Low Value
3106,Sarah Fisher,Silver,IL,6,11166.07,531.72,2022-03-03,2024-12-31,1034.0,Low Value
720,Maria Butler,Gold,PA,8,11158.37,384.77,2022-01-24,2024-12-05,1046.0,Low Value
3304,David Bernard,Silver,IN,8,11155.98,507.09,2022-03-23,2024-04-20,759.0,Low Value
2215,Rebecca Howe,Bronze,MA,8,11154.82,464.78,2022-02-17,2024-02-05,718.0,Low Value
3002,John Ortiz,Bronze,MO,8,11154.46,464.77,2022-05-01,2024-12-03,947.0,Low Value
2901,Edward Villegas,Bronze,OH,6,11153.9,587.05,2022-04-08,2024-07-12,826.0,Low Value
3720,Harold Cunningham,Bronze,NY,8,11153.66,384.61,2022-07-22,2024-11-08,840.0,Low Value
9430,Jon King,Bronze,TN,8,11153.33,446.13,2022-10-23,2024-09-08,686.0,Low Value
4777,Kathryn Ramirez,Gold,PA,6,11150.48,557.52,2022-02-20,2024-09-24,947.0,Low Value
633,Jennifer Neal,Silver,OH,9,11149.72,398.2,2022-01-23,2024-07-23,912.0,Low Value
1414,Stanley Stark,Bronze,CA,6,11149.61,655.86,2022-03-02,2024-08-28,910.0,Low Value
7868,Kenneth Anderson,Bronze,NJ,5,11148.77,586.78,2022-01-09,2024-12-16,1072.0,Low Value
8010,Donald Lopez,Gold,IL,6,11145.75,484.6,2022-01-19,2024-11-23,1039.0,Low Value
1904,Sierra Clark,Bronze,FL,8,11145.52,412.8,2022-05-08,2024-10-29,905.0,Low Value
790,Jimmy Palmer,Gold,PA,9,11144.91,428.65,2022-08-04,2024-09-23,781.0,Low Value
309,Jeffery Gordon,Bronze,IL,8,11142.83,530.61,2022-02-22,2024-11-20,1002.0,Low Value
9206,Anthony Turner,Silver,IL,7,11142.17,530.58,2022-01-20,2023-10-15,633.0,Low Value
1988,Mckenzie Baxter,Bronze,TN,7,11141.65,412.65,2022-07-06,2023-12-25,537.0,Low Value
91,Michael Ingram,Bronze,NC,8,11140.23,428.47,2022-03-19,2024-10-03,929.0,Low Value
2035,David Martinez,Gold,VA,7,11138.75,618.82,2022-10-16,2024-11-15,761.0,Low Value
8400,Tracy Alexander,Gold,OH,7,11137.21,412.49,2022-08-03,2024-08-18,746.0,Low Value
1022,Jennifer Huff,Silver,AZ,12,11136.61,359.25,2022-03-25,2024-11-29,980.0,Low Value
4267,Tony Moreno,Bronze,IL,5,11134.92,556.75,2022-06-25,2024-11-06,865.0,Low Value
8340,Alyssa Adams,Silver,NY,9,11134.54,484.11,2022-03-15,2024-11-18,979.0,Low Value
2320,Peter Hall,Silver,MD,8,11134.15,463.92,2022-05-16,2024-08-29,836.0,Low Value
3383,Cindy Barajas,Silver,MO,7,11128.52,428.02,2022-05-28,2024-03-03,645.0,Low Value
5763,Sarah Silva,Gold,PA,4,11126.74,654.51,2022-01-21,2023-07-15,540.0,Low Value
8529,David Hernandez,Gold,MD,7,11124.7,397.31,2022-03-07,2024-04-24,779.0,Low Value
9137,Kayla Chavez,Bronze,WI,5,11123.02,505.59,2023-10-18,2024-07-14,270.0,Low Value
6070,Colleen Watson,Platinum,TN,5,11120.5,654.15,2022-03-23,2023-07-28,492.0,Low Value
8335,Patrick Wagner,Silver,NJ,9,11114.8,411.66,2022-03-28,2024-10-06,923.0,Low Value
2764,Jennifer Chandler,Gold,MD,3,11109.82,925.82,2023-01-05,2024-12-23,718.0,Low Value
6253,Henry Martinez,Bronze,NY,9,11107.84,396.71,2022-06-26,2024-10-10,837.0,Low Value
5303,Scott Robinson,Bronze,NC,7,11106.26,528.87,2022-03-09,2024-10-04,940.0,Low Value
4696,Laura Smith,Bronze,WI,6,11105.78,504.81,2022-08-06,2024-06-01,665.0,Low Value
3315,Julia Spence,Silver,NY,7,11105.7,528.84,2022-01-27,2024-01-20,723.0,Low Value
736,Rachel King,Bronze,NJ,7,11104.21,528.77,2022-01-02,2024-04-27,846.0,Low Value
5571,Mary Graham,Silver,NY,8,11102.21,504.65,2022-01-22,2024-12-25,1068.0,Low Value
5733,Lisa Davis,Bronze,NJ,9,11097.43,326.39,2022-07-31,2024-11-23,846.0,Low Value
6919,Jessica Stephens,Platinum,MO,7,11091.09,583.74,2022-01-06,2024-11-11,1040.0,Low Value
6434,Michael Beck,Bronze,VA,6,11090.55,528.12,2022-01-04,2024-01-04,730.0,Low Value
9587,Kristin Thomas,Bronze,MD,8,11090.36,426.55,2022-01-06,2024-06-12,888.0,Low Value
2904,Carrie Villanueva,Gold,CA,6,11088.94,410.7,2022-03-31,2024-05-17,778.0,Low Value
3308,Courtney Pugh,Silver,VA,6,11088.17,482.09,2022-01-22,2024-12-03,1046.0,Low Value
9399,Eric Brown,Bronze,NJ,7,11085.58,692.85,2022-01-22,2024-10-23,1005.0,Low Value
8962,Steve Blair,Bronze,MD,4,11082.33,738.82,2023-02-12,2024-03-08,390.0,Low Value
5714,Joshua Brewer,Platinum,OH,10,11078.8,410.33,2022-01-31,2024-10-26,999.0,Low Value
7977,Katrina Patton,Silver,NC,10,11073.57,316.39,2022-01-02,2024-12-09,1072.0,Low Value
1079,Melissa Collins,Bronze,FL,3,11068.86,1106.89,2022-03-17,2023-01-18,307.0,Low Value
7443,Andrew Smith,Silver,TN,8,11067.06,395.25,2023-05-08,2024-05-03,361.0,Low Value
6051,James Roth,Bronze,WI,10,11065.26,335.31,2022-05-22,2024-12-24,947.0,Low Value
4705,Justin Kelly,Bronze,NJ,6,11064.07,368.8,2022-01-17,2024-09-02,959.0,Low Value
6687,Alyssa Myers,Platinum,OH,7,11063.56,356.89,2022-01-01,2024-03-16,805.0,Low Value
8937,Mindy Rivera,Silver,MI,6,11063.5,582.29,2022-01-16,2024-12-08,1057.0,Low Value
7165,David Brown,Platinum,WA,6,11060.23,582.12,2022-01-12,2024-03-25,803.0,Low Value
9292,Ricky Smith,Bronze,MD,4,11059.86,650.58,2023-01-02,2024-09-21,628.0,Low Value
4201,Michael Bradley,Bronze,IN,7,11058.83,614.38,2022-10-24,2024-08-05,651.0,Low Value
8411,Jennifer Johnson,Platinum,VA,10,11056.22,394.87,2022-01-03,2024-10-11,1012.0,Low Value
3771,Sheila Jarvis,Bronze,MA,6,11054.96,552.75,2022-02-18,2024-12-02,1018.0,Low Value
3520,Henry Harris,Bronze,WA,12,11054.82,394.81,2022-01-04,2024-09-17,987.0,Low Value
2361,Thomas Frazier,Bronze,FL,4,11054.13,789.58,2022-11-21,2023-12-23,397.0,Low Value
1155,Thomas Gray,Silver,NY,5,11053.8,614.1,2022-04-18,2024-09-07,873.0,Low Value
8893,Ivan Smith,Gold,MO,5,11051.56,789.4,2023-05-14,2024-06-04,387.0,Low Value
5035,Andrew Martinez,Bronze,TN,5,11051.17,736.74,2022-05-15,2024-03-21,676.0,Low Value
3508,Jordan Brooks,Silver,TN,11,11050.67,368.36,2022-02-05,2024-09-13,951.0,Low Value
1206,Norma Kirby,Bronze,VA,8,11049.03,409.22,2022-05-07,2024-12-19,957.0,Low Value
4122,Paul Johnson,Silver,CA,7,11048.84,441.95,2022-04-08,2024-10-12,918.0,Low Value
4813,Shawna Howard,Bronze,AZ,9,11046.58,380.92,2022-11-07,2024-01-10,429.0,Low Value
9101,Brent Lawrence,Gold,WA,7,11045.6,736.37,2022-01-24,2023-10-21,635.0,Low Value
6222,Roy Smith,Gold,AZ,9,11044.12,409.04,2022-07-06,2024-11-28,876.0,Low Value
8810,Curtis Green,Gold,NY,5,11042.7,736.18,2023-04-26,2024-10-09,532.0,Low Value
4770,Christopher Nelson,Bronze,FL,7,11041.94,441.68,2022-04-21,2024-01-01,620.0,Low Value
4171,Scott Walton,Platinum,WA,6,11041.25,690.08,2022-11-05,2024-12-24,780.0,Low Value
4625,Michael Henry,Silver,MD,8,11039.61,459.98,2022-05-16,2024-11-27,926.0,Low Value
4281,Cody Anderson,Silver,MA,6,11037.88,689.87,2022-01-16,2024-02-12,757.0,Low Value
7738,Christopher Nunez,Platinum,NC,8,11036.57,459.86,2022-04-11,2024-04-30,750.0,Low Value
8127,Brandon Luna,Gold,IN,7,11036.19,479.83,2022-03-13,2024-01-16,674.0,Low Value
5562,Vickie Holmes,Bronze,TN,4,11034.83,1103.48,2022-02-20,2024-03-28,767.0,Low Value
6326,Victoria Dixon,Silver,CA,8,11030.76,612.82,2022-03-04,2024-03-17,744.0,Low Value
5983,William Johnson,Gold,WA,6,11028.12,648.71,2022-08-14,2024-11-13,822.0,Low Value
4222,Dennis Lewis,Silver,NY,6,11027.35,787.67,2023-03-15,2024-07-31,504.0,Low Value
1180,Sara Thompson,Bronze,IL,7,11026.79,689.17,2022-05-06,2024-09-28,876.0,Low Value
9188,Debra Moore,Bronze,WA,7,11025.59,441.02,2022-06-16,2024-11-09,877.0,Low Value
1557,Yolanda Meyer,Bronze,PA,6,11025.04,479.35,2022-05-11,2024-03-27,686.0,Low Value
1576,Barry Gibson,Silver,CA,7,11024.02,440.96,2022-08-16,2024-12-03,840.0,Low Value
2085,Luke Gordon,Bronze,WI,7,11022.52,524.88,2022-12-07,2024-03-24,473.0,Low Value
2576,Hunter Walton,Bronze,MI,6,11018.84,524.71,2022-11-23,2024-10-28,705.0,Low Value
1283,Steven Grant,Bronze,GA,6,11015.93,847.38,2022-09-25,2023-08-13,322.0,Low Value
5326,Joseph Turner,Gold,IL,6,11015.41,611.97,2022-03-02,2024-05-18,808.0,Low Value
3833,Melissa Jones,Bronze,IN,8,11013.33,550.67,2022-04-19,2024-10-05,900.0,Low Value
5590,David Jennings,Gold,NJ,9,11013.19,407.9,2022-01-21,2024-10-06,989.0,Low Value
1363,Thomas Morgan,Bronze,MD,8,11010.69,500.49,2022-07-20,2024-07-08,719.0,Low Value
5930,Ryan Garcia,Silver,MA,13,11009.45,305.82,2022-06-08,2024-12-23,929.0,Low Value
4142,Michael Russo,Silver,FL,6,11007.27,550.36,2022-02-19,2024-12-11,1026.0,Low Value
2394,Danielle Vaughan,Bronze,TN,8,11007.05,366.9,2022-06-22,2024-09-26,827.0,Low Value
7561,Bobby Adkins,Bronze,IL,6,11002.34,550.12,2022-09-11,2024-09-24,744.0,Low Value
7751,Lisa Wilkins,Bronze,NY,10,10991.01,354.55,2022-01-05,2024-10-08,1007.0,Low Value
7287,David Schroeder,Gold,NY,7,10988.67,578.35,2022-11-29,2024-09-27,668.0,Low Value
1669,Tracy King,Gold,IL,10,10980.76,439.23,2022-01-05,2024-09-22,991.0,Low Value
1407,Jodi Hunt,Bronze,GA,8,10980.44,549.02,2023-01-08,2024-09-13,614.0,Low Value
5761,Erin Savage,Silver,NC,8,10979.44,522.83,2022-01-04,2024-12-08,1069.0,Low Value
5365,Nicole Oliver,Silver,NJ,6,10978.56,609.92,2022-05-29,2024-12-11,927.0,Low Value
4745,Traci Kelly,Bronze,WI,8,10977.0,422.19,2022-01-03,2024-05-07,855.0,Low Value
4130,Kevin Ward,Gold,AZ,7,10974.85,645.58,2022-03-08,2024-03-13,736.0,Low Value
7578,Jason Smith,Bronze,NY,7,10971.28,477.01,2022-04-03,2023-12-10,616.0,Low Value
739,Collin Scott,Platinum,MO,7,10971.02,438.84,2022-10-16,2024-03-20,521.0,Low Value
7657,Mike Collins,Bronze,CA,5,10970.86,577.41,2022-08-12,2024-02-09,546.0,Low Value
5338,Brittany Santana,Silver,MA,7,10969.51,522.36,2022-04-13,2024-12-18,980.0,Low Value
9146,Stephanie Mathis,Bronze,OH,7,10968.55,438.74,2022-02-20,2023-10-28,615.0,Low Value
144,Kyle Baker,Bronze,FL,8,10967.74,548.39,2022-01-30,2024-06-11,863.0,Low Value
4768,Michael Williams,Gold,PA,10,10965.99,391.64,2022-01-20,2024-05-10,841.0,Low Value
1652,Kelly Foster,Silver,WA,6,10964.57,522.12,2022-04-08,2024-12-12,979.0,Low Value
6862,Matthew Armstrong,Silver,CA,7,10964.02,498.36,2022-02-17,2024-10-31,987.0,Low Value
2490,Hannah Bailey,Gold,TX,7,10956.5,438.26,2022-12-16,2024-05-19,520.0,Low Value
2710,Christina Cunningham,Bronze,MD,6,10955.82,608.66,2022-02-03,2024-12-12,1043.0,Low Value
8074,Christopher Jones,Silver,WA,7,10955.51,405.76,2023-01-28,2024-10-26,637.0,Low Value
506,Jennifer Morgan,Silver,MD,4,10954.01,684.63,2022-02-09,2024-06-15,857.0,Low Value
4286,Tina Knapp,Bronze,MO,9,10953.88,421.3,2022-12-02,2024-07-09,585.0,Low Value
2592,Amber Fisher,Bronze,IL,12,10952.85,365.1,2022-02-02,2024-11-07,1009.0,Low Value
4261,David Adams,Silver,VA,6,10949.26,521.39,2022-02-01,2024-08-02,913.0,Low Value
962,Teresa Peterson,Silver,AZ,7,10946.23,521.25,2023-01-12,2024-11-01,659.0,Low Value
9761,Brent Romero,Silver,WI,10,10945.18,342.04,2022-06-16,2024-08-17,793.0,Low Value
8799,Nicholas Brown,Silver,WA,6,10935.79,643.28,2022-04-06,2024-08-29,876.0,Low Value
7620,Vickie Davis,Silver,MD,8,10931.46,352.63,2022-02-09,2024-04-02,783.0,Low Value
5949,Alex Day,Bronze,MO,7,10927.25,390.26,2022-05-21,2023-12-22,580.0,Low Value
2182,Michael Smith,Silver,TN,9,10927.15,475.09,2023-04-24,2024-08-07,471.0,Low Value
2693,Alexander Vega,Bronze,NY,4,10925.52,780.39,2022-10-09,2023-11-24,411.0,Low Value
504,Lori Sandoval,Silver,GA,5,10922.23,642.48,2022-04-19,2024-03-04,685.0,Low Value
2790,Lauren Valdez,Gold,FL,10,10921.56,474.85,2022-02-09,2024-12-06,1031.0,Low Value
2692,Penny Rodriguez,Bronze,IL,6,10916.8,519.85,2022-11-10,2024-09-21,681.0,Low Value
5613,Molly Rivera,Platinum,IN,8,10915.36,389.83,2022-03-13,2024-11-24,987.0,Low Value
7093,Jeremy Smith,Silver,WA,7,10915.29,404.27,2022-01-22,2024-04-24,823.0,Low Value
4715,Jennifer Patterson,Silver,IL,8,10913.35,436.53,2022-03-25,2024-10-16,936.0,Low Value
8915,Cynthia Moore,Bronze,NY,5,10909.61,727.31,2022-04-25,2024-11-18,938.0,Low Value
2608,Ashlee Ramirez,Gold,TX,6,10909.0,436.36,2022-03-14,2024-10-18,949.0,Low Value
2248,Vanessa White,Bronze,IN,9,10907.96,294.81,2022-05-01,2024-07-01,792.0,Low Value
9596,Randy Barron,Bronze,GA,3,10907.63,1817.94,2023-09-10,2024-07-27,321.0,Low Value
5701,Alexis Le,Gold,PA,5,10901.33,908.44,2023-04-03,2023-09-12,162.0,Low Value
5458,Joshua Singh,Gold,CA,7,10900.63,545.03,2022-12-23,2024-12-24,732.0,Low Value
1109,Alicia Stout,Bronze,WI,7,10900.02,641.18,2022-03-16,2024-12-06,996.0,Low Value
2552,Sarah Golden,Silver,PA,7,10897.73,419.14,2022-05-03,2024-10-31,912.0,Low Value
2679,Madison Larson,Silver,TN,9,10895.18,473.7,2022-02-11,2024-10-17,979.0,Low Value
7076,Zachary Davis,Bronze,MA,6,10893.69,573.35,2022-04-08,2024-12-19,986.0,Low Value
7907,Gary Williams,Platinum,NC,8,10893.36,375.63,2022-01-31,2024-08-15,927.0,Low Value
9550,Patricia Stuart,Platinum,IN,9,10892.58,418.95,2022-04-02,2024-12-24,997.0,Low Value
8573,Mike Khan,Silver,TN,9,10891.13,340.35,2022-01-14,2024-09-07,967.0,Low Value
1367,Gabriel Hammond,Bronze,PA,9,10890.71,363.02,2022-04-18,2024-11-29,956.0,Low Value
3484,Michelle Stewart,Gold,NC,8,10890.28,435.61,2022-06-08,2024-12-04,910.0,Low Value
7843,David Richardson,Gold,TN,5,10889.57,680.6,2022-12-09,2023-11-24,350.0,Low Value
5127,John Reilly,Silver,AZ,10,10888.89,435.56,2022-04-09,2024-11-28,964.0,Low Value
2024,Veronica Green,Bronze,IL,5,10887.09,837.47,2022-03-21,2024-07-05,837.0,Low Value
4350,Beverly Ramos,Bronze,TN,4,10884.05,725.6,2022-06-14,2024-01-17,582.0,Low Value
3619,Matthew Hamilton,Gold,GA,9,10883.89,351.09,2022-01-06,2024-10-04,1002.0,Low Value
4430,Melissa Mcdonald,Bronze,GA,6,10882.72,837.13,2022-03-24,2024-04-05,743.0,Low Value
8456,Michael Ford,Bronze,CA,5,10882.54,640.15,2022-07-02,2024-05-27,695.0,Low Value
6121,Gary Brown,Silver,CA,5,10882.0,572.74,2022-09-30,2024-09-04,705.0,Low Value
8925,Elizabeth Avila,Silver,AZ,6,10880.1,604.45,2022-01-30,2024-04-23,814.0,Low Value
6913,Rachel Garrett,Bronze,WA,9,10879.56,362.65,2022-02-04,2024-12-06,1036.0,Low Value
5825,Laura Acosta,Silver,MI,9,10878.65,453.28,2022-06-04,2024-12-23,933.0,Low Value
8279,Robin Watkins,Bronze,NJ,6,10878.21,639.89,2023-10-17,2024-04-17,183.0,Low Value
8549,Shirley Aguirre,Bronze,WI,6,10872.54,724.84,2022-02-28,2024-12-17,1023.0,Low Value
7278,Jeffrey Howard,Gold,MA,4,10871.91,543.6,2023-02-03,2024-03-14,405.0,Low Value
1633,Michael Lara,Bronze,MI,4,10870.73,836.21,2022-09-18,2024-04-04,564.0,Low Value
9353,Vanessa Johnson,Silver,TX,7,10868.52,472.54,2022-01-14,2024-06-16,884.0,Low Value
2383,Brent Frost,Bronze,TX,6,10864.52,639.09,2022-04-29,2024-03-15,686.0,Low Value
4535,Emma Shepard,Silver,FL,7,10863.16,493.78,2022-12-07,2024-10-20,683.0,Low Value
1171,Fred Day,Bronze,OH,8,10861.93,374.55,2023-03-06,2024-12-01,636.0,Low Value
2241,Steven Burns,Silver,TN,5,10860.19,543.01,2022-02-28,2024-02-08,710.0,Low Value
2110,David Hale,Bronze,WA,4,10859.49,904.96,2022-07-11,2024-10-21,833.0,Low Value
1010,Jeremy Rodriguez,Gold,AZ,7,10843.72,471.47,2022-01-13,2024-06-23,892.0,Low Value
1359,David Hart,Bronze,MI,7,10843.3,492.88,2022-01-03,2024-08-17,957.0,Low Value
8200,Kimberly Lewis,Silver,MA,6,10843.21,516.34,2022-04-03,2024-06-16,805.0,Low Value
6936,Michael Clark,Bronze,VA,7,10842.79,387.24,2023-02-22,2024-09-09,565.0,Low Value
7469,William Schultz,Silver,WA,8,10842.34,516.3,2022-04-29,2024-06-14,777.0,Low Value
1593,Erica Young,Silver,TX,8,10837.27,471.19,2022-03-08,2024-10-08,945.0,Low Value
9726,Michael Moore,Bronze,IN,12,10830.77,386.81,2022-06-11,2024-08-04,785.0,Low Value
9007,Anthony Huffman,Silver,FL,7,10830.19,386.79,2022-01-26,2024-02-15,750.0,Low Value
2312,Kelly Wolf,Platinum,MD,4,10828.58,676.79,2022-09-07,2024-08-30,723.0,Low Value
9568,Gloria Irwin,Gold,WA,9,10828.33,492.2,2022-02-10,2024-11-16,1010.0,Low Value
6878,Kelly Randall,Silver,VA,10,10826.95,338.34,2022-05-20,2024-09-08,842.0,Low Value
8183,Eddie Floyd,Gold,IN,7,10826.66,416.41,2022-07-24,2024-05-02,648.0,Low Value
5599,Micheal Peterson,Silver,CA,9,10825.61,400.95,2022-02-18,2024-11-26,1012.0,Low Value
1934,Tina Davis,Platinum,MA,5,10824.93,636.76,2022-03-29,2024-07-19,843.0,Low Value
4435,Andre Warren,Bronze,NY,10,10824.67,569.72,2022-02-20,2024-12-29,1043.0,Low Value
4986,Daryl Huber,Gold,NJ,8,10822.97,432.92,2023-05-05,2024-12-25,600.0,Low Value
3699,Albert Walker,Bronze,NC,9,10817.05,373.0,2022-02-01,2024-07-21,901.0,Low Value
8805,Jeffrey Robertson,Silver,TX,7,10816.5,676.03,2022-07-09,2024-11-02,847.0,Low Value
6368,Timothy Alexander,Gold,GA,7,10813.99,450.58,2022-02-02,2024-12-03,1035.0,Low Value
9699,Joseph Smith,Platinum,VA,13,10813.72,318.05,2022-07-09,2024-12-09,884.0,Low Value
5600,Sarah Austin,Bronze,PA,6,10812.58,372.85,2022-04-02,2024-08-03,854.0,Low Value
7326,Lindsey Booth,Gold,OH,9,10812.44,491.47,2022-08-13,2024-09-20,769.0,Low Value
2755,Tyler Garcia,Silver,TN,5,10810.2,831.55,2022-03-15,2024-10-18,948.0,Low Value
8825,Stacy Brown,Bronze,MI,8,10809.63,360.32,2022-01-01,2024-06-19,900.0,Low Value
6505,Derek Collins,Gold,MA,5,10808.82,1080.88,2022-07-24,2024-10-11,810.0,Low Value
1083,Angela Cohen,Silver,FL,7,10807.73,540.39,2023-07-12,2024-10-12,458.0,Low Value
9555,Meagan Green,Bronze,WI,9,10806.51,432.26,2022-03-12,2024-12-14,1008.0,Low Value
5815,Cheyenne Gray,Silver,AZ,6,10805.96,540.3,2023-01-30,2024-08-28,576.0,Low Value
217,Cole Garner,Silver,WI,10,10800.43,432.02,2022-01-16,2024-10-15,1003.0,Low Value
9558,Holly Jensen,Bronze,TN,6,10797.8,635.16,2023-01-10,2024-11-01,661.0,Low Value
8111,Amanda Kane,Bronze,PA,4,10795.58,899.63,2022-03-15,2024-12-23,1014.0,Low Value
5889,Amy Terry,Bronze,NC,5,10795.25,449.8,2023-03-04,2024-12-04,641.0,Low Value
9486,William Bates,Bronze,TN,9,10793.36,359.78,2022-02-22,2024-10-08,959.0,Low Value
7756,Sean Fox,Gold,OH,7,10792.28,513.92,2022-03-28,2024-12-27,1005.0,Low Value
9068,Crystal Vega,Gold,FL,7,10791.63,431.67,2022-09-07,2024-12-26,841.0,Low Value
1392,Jessica Ortiz,Silver,NJ,9,10791.23,431.65,2022-03-31,2024-06-14,806.0,Low Value
9475,Michael Johns,Silver,FL,7,10790.62,634.74,2022-06-16,2024-05-14,698.0,Low Value
1013,Samuel Vaughn,Silver,GA,7,10790.21,674.39,2022-02-11,2024-04-20,799.0,Low Value
8999,Joshua White,Bronze,MO,7,10788.44,567.81,2022-06-27,2024-06-22,726.0,Low Value
9668,Gary Campbell,Bronze,AZ,5,10787.99,567.79,2023-07-11,2024-09-18,435.0,Low Value
1293,Amy Moran,Bronze,VA,6,10787.86,599.33,2022-05-27,2024-07-13,778.0,Low Value
9268,Raven Arnold,Silver,NC,5,10787.22,539.36,2022-06-20,2024-04-13,663.0,Low Value
9746,Philip Brown,Silver,TX,5,10786.85,513.66,2023-12-07,2024-11-10,339.0,Low Value
7726,Melissa Mendoza,Gold,MA,5,10786.26,599.24,2022-06-10,2024-05-03,693.0,Low Value
3583,Elizabeth Jones,Bronze,PA,5,10785.69,513.6,2022-04-14,2024-04-03,720.0,Low Value
150,Benjamin Brown,Silver,NY,6,10785.42,490.25,2022-03-30,2023-12-10,620.0,Low Value
1216,Jeffrey Ramos,Platinum,FL,5,10783.92,770.28,2022-05-16,2024-11-25,924.0,Low Value
949,David Clay,Bronze,OH,8,10781.05,449.21,2022-07-30,2024-10-25,818.0,Low Value
3837,Casey Martinez,Bronze,NY,6,10780.12,431.2,2022-01-07,2024-01-07,730.0,Low Value
5769,Scott Martin,Silver,MA,9,10778.22,538.91,2022-07-23,2024-10-14,814.0,Low Value
7121,Matthew Cooke,Gold,OH,5,10772.17,633.66,2022-03-20,2024-03-10,721.0,Low Value
7009,Curtis Flores,Silver,TN,6,10768.78,371.34,2022-12-04,2024-12-25,752.0,Low Value
7559,Joshua Gonzalez,Bronze,NJ,6,10765.47,538.27,2023-03-20,2024-06-05,443.0,Low Value
5517,Christopher May,Platinum,NY,8,10763.08,398.63,2022-05-06,2024-12-30,969.0,Low Value
1452,Nathan Hernandez,Gold,VA,7,10762.65,448.44,2022-01-16,2024-12-15,1064.0,Low Value
5521,Jessica Humphrey,Silver,AZ,7,10761.65,413.91,2022-01-10,2024-10-13,1007.0,Low Value
4976,Madison Watkins,Silver,NC,8,10760.87,489.13,2022-02-18,2024-10-12,967.0,Low Value
7647,Micheal Conner,Bronze,MD,5,10758.92,566.26,2022-04-28,2024-06-17,781.0,Low Value
2294,Jessica Young,Bronze,NJ,10,10758.8,370.99,2022-02-25,2024-05-23,818.0,Low Value
